"id","chr","start","end"
19647,chr4,16227525,16229145
19648,chr4,16257947,16258227
19649,chr4,16362416,16362766
19650,chr4,17513309,17513981
19651,chr4,17578648,17579539
19652,chr4,17616175,17616506
19653,chr4,17710710,17711065
19654,chr4,17782642,17783624
19655,chr4,17811954,17813227
19656,chr4,18022435,18024273
19657,chr4,20253276,20256868
19658,chr4,20701817,20702336
19659,chr4,21950085,21950346
19660,chr4,21950538,21950865
19661,chr4,22516856,22518048
19662,chr4,24471700,24474929
19663,chr4,24585435,24586175
19664,chr4,24801109,24801902
19665,chr4,25032028,25032311
19666,chr4,25090106,25090510
19667,chr4,25097660,25097915
19668,chr4,25161781,25162290
19669,chr4,25235458,25236246
19670,chr4,25314217,25314558
19671,chr4,25378793,25379275
19672,chr4,25506581,25508076
19673,chr4,25657119,25657547
19674,chr4,25677808,25678132
19675,chr4,25863760,25864845
19676,chr4,25865063,25865376
19677,chr4,25915352,25915996
19678,chr4,26030420,26030692
19679,chr4,26320769,26321008
19680,chr4,26321133,26323150
19681,chr4,26361172,26361411
19682,chr4,26585564,26585799
19683,chr4,26858872,26859408
19684,chr4,26862031,26863238
19685,chr4,30718853,30719847
19686,chr4,30721204,30724842
19687,chr4,36245631,36246389
19688,chr4,37245250,37246979
19689,chr4,37455279,37455757
19690,chr4,37687401,37688613
19691,chr4,37828144,37828945
19692,chr4,37891656,37893314
19693,chr4,37978702,37979595
19694,chr4,38016153,38016441
19695,chr4,38664649,38666531
19696,chr4,38690308,38690605
19697,chr4,38869401,38869780
19698,chr4,39046186,39046924
19699,chr4,39172242,39172522
19700,chr4,39183823,39184225
19701,chr4,39367648,39368213
19702,chr4,39448184,39449054
19703,chr4,39460087,39460811
19704,chr4,39481980,39482195
19705,chr4,39528728,39529723
19706,chr4,39640156,39640923
19707,chr4,39699359,39700214
19708,chr4,39771679,39771944
19709,chr4,39772810,39773309
19710,chr4,39978066,39979792
19711,chr4,40045511,40045733
19712,chr4,40057484,40059041
19713,chr4,40439821,40440905
19714,chr4,40631740,40632587
19715,chr4,40751842,40752493
19716,chr4,40752691,40752896
19717,chr4,40858884,40859162
19718,chr4,41215871,41216813
19719,chr4,41218314,41218768
19720,chr4,41258759,41259867
19721,chr4,41362252,41363639
19722,chr4,41646292,41646582
19723,chr4,41747508,41747944
19724,chr4,41749184,41749811
19725,chr4,41752280,41752502
19726,chr4,41753669,41753947
19727,chr4,41867385,41867586
19728,chr4,41869174,41869459
19729,chr4,41875445,41875794
19730,chr4,41880224,41880500
19731,chr4,41881177,41881418
19732,chr4,41882450,41882964
19733,chr4,41883492,41884570
19734,chr4,41937098,41937624
19735,chr4,41983922,41984183
19736,chr4,41992477,41993125
19737,chr4,42152766,42154984
19738,chr4,42399152,42400802
19739,chr4,42658278,42659550
19740,chr4,44449386,44451133
19741,chr4,44680343,44680741
19742,chr4,44728033,44728719
19743,chr4,46391903,46392572
19744,chr4,46995128,46995872
19745,chr4,47034427,47034940
19746,chr4,47427692,47427905
19747,chr4,47465510,47465819
19748,chr4,47708443,47708712
19749,chr4,47838604,47839946
19750,chr4,47915861,47916880
19751,chr4,48018490,48019381
19752,chr4,48271362,48271846
19753,chr4,48272026,48272298
19754,chr4,48343089,48344329
19755,chr4,48485362,48486473
19756,chr4,48492117,48493589
19757,chr4,48781331,48782339
19758,chr4,48832807,48833569
19759,chr4,48908292,48908850
19760,chr4,48987790,48988808
19761,chr4,49163457,49163756
19762,chr4,49525901,49526121
19763,chr4,49526390,49526686
19764,chr4,52708767,52709538
19765,chr4,52710535,52711124
19766,chr4,52904454,52904912
19767,chr4,52917388,52918280
19768,chr4,52942978,52943248
19769,chr4,53524958,53526227
19770,chr4,53578358,53579238
19771,chr4,53588189,53588735
19772,chr4,53617118,53617607
19773,chr4,53728037,53729000
19774,chr4,54231708,54232320
19775,chr4,54243642,54244397
19776,chr4,54930241,54931079
19777,chr4,54957979,54958542
19778,chr4,54966163,54968063
19779,chr4,54975387,54976202
19780,chr4,55092961,55093242
19781,chr4,55094321,55094593
19782,chr4,55096185,55100331
19783,chr4,55523409,55525297
19784,chr4,55991402,55992171
19785,chr4,56023750,56024066
19786,chr4,56212294,56213063
19787,chr4,56261697,56262503
19788,chr4,56411993,56413357
19789,chr4,56501912,56502523
19790,chr4,56659626,56660144
19791,chr4,56719704,56720228
19792,chr4,56814800,56815511
19793,chr4,56915270,56915901
19794,chr4,57180225,57180683
19795,chr4,57180957,57182147
19796,chr4,57253468,57253745
19797,chr4,57301340,57302670
19798,chr4,57333461,57334195
19799,chr4,57371582,57372022
19800,chr4,57396748,57397269
19801,chr4,57410809,57411220
19802,chr4,57458635,57459028
19803,chr4,57521621,57522703
19804,chr4,57687610,57687906
19805,chr4,57773867,57775602
19806,chr4,57842634,57843893
19807,chr4,57844857,57845202
19808,chr4,57975860,57976916
19809,chr4,58029841,58030526
19810,chr4,58061751,58062115
19811,chr4,62065883,62068801
19812,chr4,62383013,62383248
19813,chr4,64214847,64215584
19814,chr4,66535193,66535620
19815,chr4,66536065,66536674
19816,chr4,68410993,68411492
19817,chr4,68566603,68567076
19818,chr4,69048062,69048437
19819,chr4,69215304,69215921
19820,chr4,71553854,71554473
19821,chr4,71570147,71571626
19822,chr4,71704664,71705736
19823,chr4,71767793,71768663
19824,chr4,71859158,71859884
19825,chr4,72052243,72053469
19826,chr4,72897564,72897964
19827,chr4,73433783,73434289
19828,chr4,73434855,73435321
19829,chr4,73934944,73935650
19830,chr4,74124405,74125130
19831,chr4,74486044,74486258
19832,chr4,74702420,74702627
19833,chr4,74719087,74719339
19834,chr4,74734918,74735544
19835,chr4,74809869,74810089
19836,chr4,74847528,74847830
19837,chr4,74864113,74864329
19838,chr4,74903953,74904589
19839,chr4,74964656,74965279
19840,chr4,75023577,75024037
19841,chr4,75310686,75311140
19842,chr4,75480462,75480916
19843,chr4,75719101,75719740
19844,chr4,75858300,75859931
19845,chr4,76439435,76440003
19846,chr4,76555366,76556079
19847,chr4,76597635,76598920
19848,chr4,76649538,76650457
19849,chr4,76861089,76862426
19850,chr4,76911843,76912252
19851,chr4,77069066,77069672
19852,chr4,77134566,77135377
19853,chr4,77172587,77173060
19854,chr4,77227354,77228482
19855,chr4,77342010,77342707
19856,chr4,77507077,77507339
19857,chr4,77610324,77610943
19858,chr4,77661449,77663084
19859,chr4,77723092,77723424
19860,chr4,77818015,77819600
19861,chr4,77869440,77872122
19862,chr4,77996421,77997571
19863,chr4,78034327,78034589
19864,chr4,78077995,78079591
19865,chr4,78739707,78741555
19866,chr4,78783745,78784015
19867,chr4,78978365,78979256
19868,chr4,78980042,78980410
19869,chr4,79102900,79103261
19870,chr4,79472806,79473177
19871,chr4,79696707,79697958
19872,chr4,79860213,79860745
19873,chr4,80885844,80886148
19874,chr4,80993375,80994410
19875,chr4,81104761,81105527
19876,chr4,81109887,81110460
19877,chr4,81118137,81118603
19878,chr4,81119095,81119391
19879,chr4,81123508,81124318
19880,chr4,81124468,81124845
19881,chr4,81128229,81128691
19882,chr4,81187494,81187913
19883,chr4,81257040,81257270
19884,chr4,81307471,81307952
19885,chr4,81951941,81952808
19886,chr4,82135888,82136535
19887,chr4,82392610,82393426
19888,chr4,82965415,82965896
19889,chr4,83206021,83206535
19890,chr4,83294845,83295786
19891,chr4,83350053,83352459
19892,chr4,83482744,83483091
19893,chr4,83719009,83720241
19894,chr4,83811958,83812708
19895,chr4,83821688,83822065
19896,chr4,83931642,83932194
19897,chr4,83933332,83934370
19898,chr4,84030630,84031309
19899,chr4,84205381,84206020
19900,chr4,84255726,84256399
19901,chr4,84376666,84377237
19902,chr4,84405696,84406521
19903,chr4,84457115,84457860
19904,chr4,85402764,85403175
19905,chr4,85403830,85404524
19906,chr4,85404986,85405252
19907,chr4,85413997,85414874
19908,chr4,85417659,85420799
19909,chr4,85422929,85423190
19910,chr4,85503546,85504893
19911,chr4,85886808,85887777
19912,chr4,87515183,87515735
19913,chr4,87813172,87813718
19914,chr4,87855873,87857204
19915,chr4,87927928,87928667
19916,chr4,88140842,88141945
19917,chr4,88343677,88344159
19918,chr4,88928480,88929659
19919,chr4,89079756,89080454
19920,chr4,89204952,89206069
19921,chr4,89299990,89300429
19922,chr4,89378223,89378948
19923,chr4,89444407,89445055
19924,chr4,89513028,89514481
19925,chr4,90031904,90033005
19926,chr4,90228714,90229010
19927,chr4,90758008,90758870
19928,chr4,91048411,91049682
19929,chr4,91760039,91760267
19930,chr4,93103617,93103953
19931,chr4,93226348,93227007
19932,chr4,94749495,94750998
19933,chr4,94755786,94756310
19934,chr4,95128657,95129289
19935,chr4,95372801,95373535
19936,chr4,95678798,95679809
19937,chr4,96469456,96469667
19938,chr4,96469859,96470994
19939,chr4,99064602,99064805
19940,chr4,99181509,99183199
19941,chr4,99579142,99580160
19942,chr4,99849305,99850552
19943,chr4,99916375,99917569
19944,chr4,100009736,100010129
19945,chr4,100484727,100485284
19946,chr4,100573059,100573578
19947,chr4,100574403,100574654
19948,chr4,100867328,100868162
19949,chr4,100870377,100871994
19950,chr4,101111146,101111497
19951,chr4,102267096,102267320
19952,chr4,102267592,102269621
19953,chr4,102711829,102712199
19954,chr4,103265627,103266785
19955,chr4,103422091,103423229
19956,chr4,103681836,103682348
19957,chr4,103747631,103749392
19958,chr4,103789994,103790510
19959,chr4,103940668,103940951
19960,chr4,103997208,103998007
19961,chr4,104119319,104119663
19962,chr4,104640559,104640797
19963,chr4,105412655,105412942
19964,chr4,105416228,105416435
19965,chr4,106067473,106067968
19966,chr4,106394551,106395322
19967,chr4,106629575,106630214
19968,chr4,106816415,106817769
19969,chr4,107956555,107957453
19970,chr4,108640845,108641835
19971,chr4,108745829,108746535
19972,chr4,108852495,108853387
19973,chr4,108910770,108911370
19974,chr4,109087747,109090407
19975,chr4,109092578,109092839
19976,chr4,109093038,109094546
19977,chr4,109571693,109572039
19978,chr4,109683729,109684362
19979,chr4,110222970,110224257
19980,chr4,110354464,110355110
19981,chr4,110355380,110355598
19982,chr4,110480827,110482060
19983,chr4,110623959,110624831
19984,chr4,110650701,110651385
19985,chr4,110736868,110737128
19986,chr4,111117462,111118390
19987,chr4,111119187,111120084
19988,chr4,111397677,111398089
19989,chr4,111508893,111509283
19990,chr4,111532647,111533391
19991,chr4,111539228,111539483
19992,chr4,111539906,111540127
19993,chr4,111542062,111544464
19994,chr4,111549879,111550203
19995,chr4,111553079,111554210
19996,chr4,111554965,111555504
19997,chr4,111560563,111560808
19998,chr4,113066470,113067379
19999,chr4,113152512,113153656
20000,chr4,113206832,113207278
20001,chr4,113300552,113300769
20002,chr4,113332941,113333323
20003,chr4,113431825,113432596
20004,chr4,113435898,113438002
20005,chr4,113444181,113444389
20006,chr4,113445022,113445350
20007,chr4,113558032,113558681
20008,chr4,113626739,113627507
20009,chr4,114682069,114682886
20010,chr4,114900355,114900810
20011,chr4,115519422,115520932
20012,chr4,117520431,117520720
20013,chr4,117626556,117627110
20014,chr4,117847087,117847522
20015,chr4,118006538,118006859
20016,chr4,118954410,118955207
20017,chr4,119199620,119200193
20018,chr4,119273305,119274458
20019,chr4,119606477,119606810
20020,chr4,119757033,119757811
20021,chr4,120133564,120134289
20022,chr4,120221626,120222007
20023,chr4,120375746,120376363
20024,chr4,120548203,120550250
20025,chr4,120987617,120988156
20026,chr4,121843148,121844193
20027,chr4,121992003,121993703
20028,chr4,122301567,122302290
20029,chr4,122617462,122618623
20030,chr4,122685860,122686565
20031,chr4,122722335,122722758
20032,chr4,122744557,122745267
20033,chr4,122791200,122791835
20034,chr4,122853554,122854169
20035,chr4,122871412,122873182
20036,chr4,123073394,123073776
20037,chr4,123300407,123300805
20038,chr4,123653585,123654000
20039,chr4,123747740,123748980
20040,chr4,123843362,123843795
20041,chr4,123844153,123844438
20042,chr4,124318307,124319998
20043,chr4,124426780,124427157
20044,chr4,125633390,125634275
20045,chr4,126235895,126238930
20046,chr4,128544031,128544903
20047,chr4,128651419,128651977
20048,chr4,128702830,128704215
20049,chr4,128801886,128802696
20050,chr4,128886004,128886971
20051,chr4,128981810,128983478
20052,chr4,129208297,129209780
20053,chr4,129730646,129731026
20054,chr4,129732322,129733985
20055,chr4,130014349,130014899
20056,chr4,132644347,132644723
20057,chr4,132646849,132647229
20058,chr4,132649310,132649647
20059,chr4,132651811,132652114
20060,chr4,132654302,132654698
20061,chr4,132656863,132657186
20062,chr4,132659282,132659678
20063,chr4,132661844,132662167
20064,chr4,132664263,132664658
20065,chr4,132666808,132667131
20066,chr4,132669279,132669602
20067,chr4,132671698,132672094
20068,chr4,132674246,132674569
20069,chr4,132676726,132677049
20070,chr4,132679201,132679524
20071,chr4,132681681,132682004
20072,chr4,132684164,132684487
20073,chr4,132896360,132896778
20074,chr4,132898749,132899190
20075,chr4,134069162,134070442
20076,chr4,134071662,134073628
20077,chr4,135865380,135865585
20078,chr4,137277210,137277487
20079,chr4,137733452,137733655
20080,chr4,139481734,139481996
20081,chr4,139482528,139483255
20082,chr4,139936443,139937428
20083,chr4,140004068,140004319
20084,chr4,140004718,140005806
20085,chr4,140036277,140036689
20086,chr4,140097251,140099836
20087,chr4,140201064,140201449
20088,chr4,140216727,140217078
20089,chr4,140222426,140223335
20090,chr4,140357362,140357610
20091,chr4,140374442,140375692
20092,chr4,140476381,140478628
20093,chr4,140619547,140619780
20094,chr4,140655962,140657135
20095,chr4,140781109,140781433
20096,chr4,141071523,141071820
20097,chr4,141071950,141075566
20098,chr4,141173834,141174567
20099,chr4,141294666,141295274
20100,chr4,141348042,141348957
20101,chr4,141419007,141419504
20102,chr4,141445099,141445698
20103,chr4,141489962,141490378
20104,chr4,141676920,141678170
20105,chr4,142053327,142054601
20106,chr4,142141971,142142359
20107,chr4,142557388,142558323
20108,chr4,143766940,143768413
20109,chr4,144105684,144106832
20110,chr4,144256931,144258527
20111,chr4,144258862,144259087
20112,chr4,144434249,144435343
20113,chr4,144480541,144480947
20114,chr4,144620822,144622218
20115,chr4,144833114,144833512
20116,chr4,145566242,145567413
20117,chr4,146019163,146019826
20118,chr4,146100754,146102055
20119,chr4,146402870,146403983
20120,chr4,146540053,146540656
20121,chr4,146653994,146654615
20122,chr4,146682510,146682817
20123,chr4,146857334,146859082
20124,chr4,147096877,147097562
20125,chr4,147443091,147444062
20126,chr4,147558231,147558583
20127,chr4,147559205,147561901
20128,chr4,147576109,147576762
20129,chr4,147866829,147867159
20130,chr4,148402198,148402760
20131,chr4,148538449,148538718
20132,chr4,148604954,148605625
20133,chr4,148652848,148653918
20134,chr4,149363212,149367056
20135,chr4,150999250,151000706
20136,chr4,151177347,151177559
20137,chr4,151500763,151501299
20138,chr4,151504011,151505085
20139,chr4,151936653,151937519
20140,chr4,152020470,152021110
20141,chr4,152246191,152246940
20142,chr4,152329824,152330873
20143,chr4,152682041,152682293
20144,chr4,153456108,153457843
20145,chr4,153700539,153701491
20146,chr4,153857112,153859245
20147,chr4,153897051,153897360
20148,chr4,153897452,153897749
20149,chr4,154074383,154075045
20150,chr4,154143932,154144463
20151,chr4,154170368,154170600
20152,chr4,154216592,154217215
20153,chr4,154265607,154266394
20154,chr4,154386834,154388183
20155,chr4,154388274,154388615
20156,chr4,154605086,154606052
20157,chr4,154680774,154681377
20158,chr4,154709512,154710827
20159,chr4,154712073,154712706
20160,chr4,154713537,154714240
20161,chr4,155254130,155254603
20162,chr4,155337896,155338253
20163,chr4,155410623,155413393
20164,chr4,155471133,155471682
20165,chr4,155547984,155548322
20166,chr4,155661678,155661984
20167,chr4,155663809,155664315
20168,chr4,155664819,155665833
20169,chr4,155702340,155703328
20170,chr4,156129168,156130209
20171,chr4,156297601,156298094
20172,chr4,156588297,156589292
20173,chr4,156680095,156681386
20174,chr4,156874740,156875083
20175,chr4,157892685,157893286
20176,chr4,157997166,157997686
20177,chr4,158141404,158141836
20178,chr4,158143296,158144053
20179,chr4,158558911,158559184
20180,chr4,159131508,159131736
20181,chr4,159592617,159593587
20182,chr4,159644148,159644665
20183,chr4,159689700,159690823
20184,chr4,160023787,160025437
20185,chr4,164087461,164088146
20186,chr4,164252954,164253471
20187,chr4,164264821,164265772
20188,chr4,164394674,164395062
20189,chr4,164415409,164416186
20190,chr4,165109389,165109842
20191,chr4,165304328,165305177
20192,chr4,165878036,165878446
20193,chr4,166033368,166034212
20194,chr4,166128385,166129255
20195,chr4,166248454,166249063
20196,chr4,166299975,166300668
20197,chr4,166794545,166795341
20198,chr4,168155005,168155765
20199,chr4,169239549,169239824
20200,chr4,169401350,169401725
20201,chr4,169552716,169552947
20202,chr4,169753048,169754535
20203,chr4,169799086,169799625
20204,chr4,169930790,169931607
20205,chr4,170191357,170192844
20206,chr4,170533398,170533948
20207,chr4,170541251,170541810
20208,chr4,170678944,170679255
20209,chr4,170695989,170696274
20210,chr4,170946766,170947925
20211,chr4,170948486,170948908
20212,chr4,171010943,171011503
20213,chr4,172733734,172735118
20214,chr4,174090074,174091423
20215,chr4,174254683,174256538
20216,chr4,174291879,174293273
20217,chr4,174421347,174421559
20218,chr4,174422024,174422443
20219,chr4,174427891,174428192
20220,chr4,174430386,174430861
20221,chr4,174437914,174438346
20222,chr4,174439812,174440249
20223,chr4,174443365,174443948
20224,chr4,174448333,174448845
20225,chr4,174450046,174451469
20226,chr4,174451828,174452962
20227,chr4,174459200,174460054
20228,chr4,175135259,175135496
20229,chr4,175204565,175205395
20230,chr4,175443406,175443837
20231,chr4,175750330,175750584
20232,chr4,176922473,176922820
20233,chr4,176923075,176923630
20234,chr4,176986921,176987360
20235,chr4,177116543,177116893
20236,chr4,177240935,177241832
20237,chr4,177713243,177714457
20238,chr4,178230850,178231260
20239,chr4,178363239,178363708
20240,chr4,180979038,180980619
20241,chr4,183062278,183062481
20242,chr4,183063396,183066370
20243,chr4,183369276,183370459
20244,chr4,183720658,183721739
20245,chr4,183727549,183728353
20246,chr4,183729059,183729344
20247,chr4,183838036,183839286
20248,chr4,184018830,184021379
20249,chr4,184319564,184320198
20250,chr4,184365197,184366435
20251,chr4,184404501,184404771
20252,chr4,184425262,184427628
20253,chr4,184579921,184580644
20254,chr4,184643914,184644414
20255,chr4,184679531,184679788
20256,chr4,184718263,184719754
20257,chr4,184826253,184828177
20258,chr4,185018390,185018721
20259,chr4,185089687,185089989
20260,chr4,185377596,185377810
20261,chr4,185393870,185395037
20262,chr4,185395838,185396181
20263,chr4,185569961,185570638
20264,chr4,185654505,185655515
20265,chr4,185724434,185724647
20266,chr4,185746557,185747827
20267,chr4,185872976,185873467
20268,chr4,185926380,185926651
20269,chr4,185937242,185937750
20270,chr4,185939222,185942747
20271,chr4,186048541,186050220
20272,chr4,186064047,186064614
20273,chr4,186124665,186125441
20274,chr4,186130584,186131896
20275,chr4,186317143,186318255
20276,chr4,186346794,186347571
20277,chr4,186392574,186393184
20278,chr4,186455983,186456864
20279,chr4,186544754,186545503
20280,chr4,186560031,186560361
20281,chr4,187025732,187026873
20282,chr4,187066155,187066460
20283,chr4,187111939,187113286
20284,chr4,187219320,187219745
20285,chr4,187292425,187293578
20286,chr4,187356976,187357233
20287,chr4,187422034,187422244
20288,chr4,187476279,187476844
20289,chr4,187644319,187648253
20290,chr4,187810427,187810735
20291,chr4,187880885,187894299
20292,chr4,187984505,187984762
20293,chr4,187985216,187985473
20294,chr4,188426310,188426593
20295,chr4,188534687,188534913
20296,chr4,188916605,188916876
20297,chr4,189027609,189028033
20298,chr4,189080848,189081247
20299,chr4,189203714,189204474
20300,chr4,189552385,189552791
20301,chr4,189580300,189580762
20302,chr4,190228560,190230798
20303,chr4,190235572,190236030
20304,chr4,190284977,190285534
20305,chr4,190566549,190567722
20306,chr4,190731646,190732197
20307,chr4,190767204,190767597
20308,chr4,190768033,190768332
20309,chr4,190861591,190862475
20310,chr4,190905233,190906124
20311,chr4,190935925,190936999
20312,chr4,190938106,190938848
20313,chr4,190939007,190939274
20314,chr4,190939801,190940591
20315,chr4,190942734,190944898
20316,chr4,190959044,190960011
20317,chr4,190962111,190962689
20318,chr4,190986382,191013609
20319,chr5,50805,51899
20320,chr5,53111,54264
20321,chr5,83428,85530
20322,chr5,92007,92438
20323,chr5,164710,166658
20324,chr5,169578,169798
20325,chr5,181725,181944
20326,chr5,191792,192544
20327,chr5,195087,195323
20328,chr5,210964,211328
20329,chr5,211678,212489
20330,chr5,213191,213476
20331,chr5,218036,219128
20332,chr5,258801,262401
20333,chr5,271527,271956
20334,chr5,272139,272485
20335,chr5,293625,294130
20336,chr5,307286,307592
20337,chr5,309705,310136
20338,chr5,320788,323010
20339,chr5,343449,344535
20340,chr5,356570,359526
20341,chr5,370185,370422
20342,chr5,373842,374426
20343,chr5,421224,421751
20344,chr5,442820,443604
20345,chr5,464887,465666
20346,chr5,472600,474261
20347,chr5,474552,474764
20348,chr5,474958,475319
20349,chr5,476317,476933
20350,chr5,481639,482225
20351,chr5,488250,488710
20352,chr5,491320,492158
20353,chr5,494803,495306
20354,chr5,498111,498430
20355,chr5,500388,500612
20356,chr5,501835,502075
20357,chr5,506291,506527
20358,chr5,507745,508835
20359,chr5,523676,524887
20360,chr5,528383,528982
20361,chr5,535484,535814
20362,chr5,537303,537522
20363,chr5,561826,565967
20364,chr5,602124,602553
20365,chr5,611944,612881
20366,chr5,623167,623555
20367,chr5,643427,643669
20368,chr5,646055,646291
20369,chr5,662283,663402
20370,chr5,665187,665401
20371,chr5,667947,668589
20372,chr5,677813,678135
20373,chr5,691080,691376
20374,chr5,692681,694377
20375,chr5,750991,751300
20376,chr5,755873,756254
20377,chr5,784062,785709
20378,chr5,843458,843767
20379,chr5,848389,848770
20380,chr5,865317,865642
20381,chr5,880980,881277
20382,chr5,892522,893479
20383,chr5,912494,912861
20384,chr5,926586,927401
20385,chr5,958785,959172
20386,chr5,1003937,1005687
20387,chr5,1008715,1010039
20388,chr5,1025330,1025629
20389,chr5,1037964,1038426
20390,chr5,1053544,1053807
20391,chr5,1054619,1054880
20392,chr5,1056321,1056685
20393,chr5,1060584,1060809
20394,chr5,1061039,1061722
20395,chr5,1064132,1064468
20396,chr5,1068746,1069000
20397,chr5,1073560,1074023
20398,chr5,1077844,1078056
20399,chr5,1080029,1080491
20400,chr5,1083878,1084169
20401,chr5,1084477,1084712
20402,chr5,1085140,1085847
20403,chr5,1087062,1087362
20404,chr5,1087533,1087909
20405,chr5,1088243,1088464
20406,chr5,1088821,1089276
20407,chr5,1093579,1093837
20408,chr5,1099394,1099736
20409,chr5,1099943,1100764
20410,chr5,1108802,1109051
20411,chr5,1111396,1112388
20412,chr5,1155223,1156466
20413,chr5,1170702,1170941
20414,chr5,1193723,1193983
20415,chr5,1196046,1196247
20416,chr5,1201443,1202138
20417,chr5,1207045,1207529
20418,chr5,1212467,1212668
20419,chr5,1216639,1217081
20420,chr5,1218487,1218704
20421,chr5,1226976,1227305
20422,chr5,1232352,1232594
20423,chr5,1242444,1242664
20424,chr5,1243635,1243950
20425,chr5,1245901,1246927
20426,chr5,1253737,1253951
20427,chr5,1256968,1257222
20428,chr5,1270778,1271101
20429,chr5,1277467,1277713
20430,chr5,1282649,1283244
20431,chr5,1286098,1286355
20432,chr5,1289275,1295970
20433,chr5,1335077,1335280
20434,chr5,1339662,1340082
20435,chr5,1344545,1345469
20436,chr5,1385978,1386862
20437,chr5,1416792,1417004
20438,chr5,1444259,1444463
20439,chr5,1444678,1446648
20440,chr5,1463343,1463851
20441,chr5,1466074,1466457
20442,chr5,1466790,1467000
20443,chr5,1467831,1468263
20444,chr5,1483763,1484069
20445,chr5,1489799,1490071
20446,chr5,1494853,1495287
20447,chr5,1523025,1524588
20448,chr5,1553035,1553269
20449,chr5,1570162,1570374
20450,chr5,1594238,1595027
20451,chr5,1633901,1634224
20452,chr5,1645124,1645712
20453,chr5,1653980,1654268
20454,chr5,1663730,1664340
20455,chr5,1667187,1668081
20456,chr5,1702285,1702578
20457,chr5,1725183,1725420
20458,chr5,1725986,1726327
20459,chr5,1729073,1729282
20460,chr5,1729774,1730007
20461,chr5,1745534,1745851
20462,chr5,1746369,1747050
20463,chr5,1769314,1769695
20464,chr5,1799461,1801905
20465,chr5,1851342,1851564
20466,chr5,1856773,1858444
20467,chr5,1874907,1879032
20468,chr5,1879689,1879928
20469,chr5,1881924,1887743
20470,chr5,1930754,1931986
20471,chr5,1948994,1949227
20472,chr5,1950624,1950922
20473,chr5,2007315,2007879
20474,chr5,2008187,2008428
20475,chr5,2038527,2038949
20476,chr5,2111836,2112484
20477,chr5,2136797,2137305
20478,chr5,2180251,2180467
20479,chr5,2564497,2564752
20480,chr5,2643105,2643309
20481,chr5,2738953,2741237
20482,chr5,2748368,2757024
20483,chr5,2866699,2867005
20484,chr5,3188099,3188375
20485,chr5,3305587,3306010
20486,chr5,3324644,3324973
20487,chr5,3326328,3326645
20488,chr5,3535630,3536355
20489,chr5,3590644,3592000
20490,chr5,3592391,3592644
20491,chr5,3594467,3603054
20492,chr5,3606488,3607135
20493,chr5,3854536,3854796
20494,chr5,3962286,3962512
20495,chr5,4866317,4866630
20496,chr5,5139441,5140941
20497,chr5,5303263,5303489
20498,chr5,5422125,5423251
20499,chr5,5495161,5495377
20500,chr5,5887062,5887528
20501,chr5,6378291,6378846
20502,chr5,6448753,6449629
20503,chr5,6582882,6583807
20504,chr5,6632740,6634162
20505,chr5,6712315,6714900
20506,chr5,6737704,6738004
20507,chr5,6755104,6755387
20508,chr5,6823065,6823277
20509,chr5,7289733,7290153
20510,chr5,7394986,7397022
20511,chr5,7849945,7850439
20512,chr5,7850957,7851413
20513,chr5,7868863,7869840
20514,chr5,8457432,8458273
20515,chr5,9544692,9546715
20516,chr5,10249760,10251000
20517,chr5,10307520,10307913
20518,chr5,10333222,10334101
20519,chr5,10353400,10354512
20520,chr5,10441605,10442512
20521,chr5,10562816,10565680
20522,chr5,10649367,10650352
20523,chr5,10760836,10761925
20524,chr5,11384681,11385521
20525,chr5,11903550,11904703
20526,chr5,12794972,12795647
20527,chr5,13810126,13810333
20528,chr5,14011619,14012041
20529,chr5,14143017,14145350
20530,chr5,14461130,14461463
20531,chr5,14487930,14488536
20532,chr5,14581497,14582569
20533,chr5,14664247,14664989
20534,chr5,14871391,14871611
20535,chr5,14872206,14872572
20536,chr5,15500076,15500923
20537,chr5,15928088,15928518
20538,chr5,15936641,15937316
20539,chr5,16179064,16180420
20540,chr5,16465238,16466460
20541,chr5,16616509,16617428
20542,chr5,16701071,16701775
20543,chr5,16935555,16936408
20544,chr5,16936753,16936957
20545,chr5,17216489,17217036
20546,chr5,17217788,17219021
20547,chr5,17275369,17275638
20548,chr5,17275782,17275998
20549,chr5,17354400,17354738
20550,chr5,17491457,17491873
20551,chr5,17655252,17655723
20552,chr5,20305562,20305936
20553,chr5,21459469,21459852
20554,chr5,25190503,25191113
20555,chr5,25909342,25909651
20556,chr5,26669548,26669904
20557,chr5,28809400,28810520
20558,chr5,28927605,28928637
20559,chr5,31193952,31194419
20560,chr5,31532110,31532537
20561,chr5,31639053,31640104
20562,chr5,31855003,31855426
20563,chr5,32173598,32174837
20564,chr5,32312338,32313469
20565,chr5,32443753,32444923
20566,chr5,32585603,32586365
20567,chr5,32709910,32714450
20568,chr5,33440635,33441365
20569,chr5,33502054,33502363
20570,chr5,33892191,33892403
20571,chr5,33936168,33938309
20572,chr5,34007796,34008105
20573,chr5,34656123,34657330
20574,chr5,34838921,34839624
20575,chr5,34915293,34916240
20576,chr5,34929401,34930441
20577,chr5,35617855,35618339
20578,chr5,36151497,36152379
20579,chr5,36241003,36242664
20580,chr5,36690207,36690658
20581,chr5,36745331,36745582
20582,chr5,36875927,36877660
20583,chr5,37209072,37209461
20584,chr5,37248983,37249783
20585,chr5,37370946,37371252
20586,chr5,37379266,37379656
20587,chr5,37834671,37835128
