"id","chr","start","end","strand","breast_normal","breast_cancer","colon_normal","colon_cancer","lung_normal","lung_cancer","pancreas_normal","pancreas_cancer","NET_cancer","thyroid_normal","thyroid_cancer"
293220,chr11,75141967,75141967,*,0.2913,0.2398,0.3568,0.2822,0.3687,0.3248,0.2016,0.321,0.3401,0.4776,0.5084
293221,chr11,75142012,75142012,*,0.2269,0.2156,0.2083,0.1567,0.2567,0.2307,0.1433,0.2262,0.2176,0.2302,0.2698
293222,chr11,75142449,75142449,*,0.6572,0.468,0.4263,0.4,0.6134,0.5693,0.5442,0.5295,0.6925,0.5787,0.5887
293223,chr11,75143724,75143724,*,0.644,0.6667,0.4204,0.4982,0.6413,0.5859,0.5827,0.6477,0.6964,0.6232,0.6659
293224,chr11,75144040,75144040,*,0.3961,0.4856,0.3176,0.4092,0.3393,0.3273,0.308,0.4008,0.5177,0.2242,0.2647
293225,chr11,75144708,75144708,*,0.6666,0.6769,0.4998,0.4677,0.7118,0.6648,0.6906,0.6089,0.5566,0.695,0.6806
293226,chr11,75146471,75146471,*,0.9047,0.9078,0.8943,0.8872,0.9196,0.8759,0.9142,0.9045,0.9127,0.9269,0.9268
293227,chr11,75146692,75146692,*,0.8363,0.8487,0.8572,0.8568,0.8613,0.8055,0.8731,0.8662,0.6708,0.8744,0.8778
293228,chr11,75150662,75150662,*,0.7022,0.6499,0.6827,0.6703,0.7098,0.6071,0.7228,0.6585,0.5594,0.6331,0.6746
293229,chr11,75162105,75162105,*,0.7785,0.6909,0.7771,0.8251,0.7499,0.7347,0.8205,0.789,0.4467,0.5907,0.7639
293230,chr11,75162151,75162151,*,0.5584,0.5998,0.6186,0.6546,0.544,0.5714,0.6277,0.5899,0.5051,0.3732,0.5206
293231,chr11,75162492,75162492,*,0.8535,0.8654,0.8237,0.8413,0.7712,0.7861,0.855,0.8301,0.8575,0.5968,0.737
293232,chr11,75165732,75165732,*,0.8246,0.8488,0.8801,0.8816,0.8095,0.8549,0.8873,0.8535,0.8682,0.6676,0.7655
293233,chr11,75167027,75167027,*,0.8383,0.7478,0.7852,0.7281,0.7841,0.6889,0.8501,0.7978,0.4449,0.8433,0.841
293234,chr11,75173887,75173887,*,0.8782,0.8618,0.8682,0.8525,0.8825,0.8234,0.8834,0.8688,0.8922,0.8808,0.8863
293235,chr11,75180067,75180067,*,0.5273,0.7063,0.6818,0.7682,0.5563,0.7045,0.7011,0.6335,0.5109,0.667,0.686
293236,chr11,75186707,75186707,*,0.5286,0.5818,0.5711,0.6079,0.3717,0.459,0.7625,0.5024,0.5375,0.6015,0.6615
293237,chr11,75201685,75201685,*,0.6267,0.6288,0.8013,0.6855,0.7433,0.5632,0.7776,0.6314,0.4982,0.7776,0.7866
293238,chr11,75210723,75210723,*,0.6853,0.7678,0.6656,0.6546,0.7077,0.7858,0.8582,0.7127,0.6231,0.8342,0.8363
293239,chr11,75222390,75222390,*,0.8014,0.801,0.8246,0.7662,0.8357,0.8168,0.7941,0.7969,0.4622,0.834,0.8584
293240,chr11,75225065,75225065,*,0.8985,0.8716,0.8869,0.8722,0.8759,0.8752,0.765,0.8897,0.8536,0.8945,0.8909
293241,chr11,75230135,75230135,*,0.7644,0.7442,0.729,0.5614,0.8161,0.7696,0.842,0.7909,0.7217,0.8604,0.8608
293242,chr11,75234078,75234078,*,0.5919,0.6164,0.5521,0.4842,0.5623,0.6496,0.4409,0.6599,0.7407,0.7166,0.6989
293243,chr11,75235311,75235311,*,0.6826,0.6476,0.6493,0.6016,0.6878,0.5938,0.4416,0.6674,0.8084,0.7639,0.7887
293244,chr11,75236459,75236459,*,0.0686,0.0799,0.0752,0.0805,0.0726,0.0793,0.0718,0.0734,0.0657,0.0843,0.097
293245,chr11,75236607,75236607,*,0.0521,0.0669,0.0629,0.0585,0.0553,0.0634,0.049,0.0582,0.0477,0.0604,0.0569
293246,chr11,75236614,75236614,*,0.0267,0.0381,0.0332,0.0556,0.02,0.0514,0.0217,0.0377,0.0333,0.0188,0.0279
293247,chr11,75236762,75236762,*,0.0531,0.058,0.0588,0.0617,0.059,0.057,0.0576,0.0532,0.0666,0.0511,0.0601
293248,chr11,75236771,75236771,*,0.0325,0.0563,0.0404,0.105,0.0325,0.0384,0.0293,0.0375,0.0498,0.0281,0.0372
293249,chr11,75236781,75236781,*,0.0209,0.0136,0.0165,0.0144,0.0122,0.0179,0.0123,0.0134,0.0146,0.0134,0.0168
293250,chr11,75236908,75236908,*,0.0158,0.0211,0.0168,0.0304,0.0138,0.0163,0.0179,0.0171,0.0183,0.0111,0.0157
293251,chr11,75236918,75236918,*,0.015,0.0235,0.0169,0.023,0.0118,0.0134,0.0128,0.0174,0.0248,0.0207,0.0195
293252,chr11,75237526,75237526,*,0.0601,0.0741,0.0739,0.0907,0.0735,0.0573,0.0581,0.0897,0.0566,0.0716,0.1013
293253,chr11,75237636,75237636,*,0.283,0.2844,0.284,0.3626,0.3386,0.2359,0.4737,0.2957,0.2181,0.3717,0.3715
293254,chr11,75237679,75237679,*,0.1556,0.2044,0.205,0.3278,0.1855,0.1511,0.2853,0.2376,0.1012,0.1755,0.1913
293255,chr11,75237739,75237739,*,0.7376,0.7429,0.7932,0.8484,0.8047,0.6777,0.8819,0.7945,0.8771,0.8023,0.8822
293256,chr11,75237935,75237935,*,0.6532,0.6462,0.6686,0.6469,0.6756,0.6398,0.6971,0.6782,0.6307,0.6937,0.6947
293257,chr11,75240537,75240537,*,0.6329,0.6063,0.6151,0.5088,0.588,0.5047,0.4968,0.5707,0.5198,0.5827,0.5677
293258,chr11,75242705,75242705,*,0.7544,0.7443,0.7485,0.7564,0.7783,0.7645,0.8029,0.786,0.7624,0.7965,0.7949
293259,chr11,75250733,75250733,*,0.5314,0.5702,0.5839,0.5774,0.5707,0.5625,0.5513,0.5984,0.5275,0.4797,0.6164
293260,chr11,75258876,75258876,*,0.0534,0.075,0.0586,0.0621,0.0704,0.0852,0.0575,0.069,0.0569,0.0585,0.1033
293261,chr11,75265195,75265195,*,0.4324,0.6746,0.5769,0.6527,0.5739,0.6017,0.6746,0.5369,0.543,0.5974,0.6442
293262,chr11,75267490,75267490,*,0.7064,0.8069,0.8188,0.6862,0.7968,0.8237,0.7442,0.7767,0.4649,0.8618,0.8686
293263,chr11,75269316,75269316,*,0.3212,0.6257,0.6252,0.731,0.3723,0.5052,0.765,0.563,0.6329,0.2447,0.2839
293264,chr11,75272301,75272301,*,0.7638,0.8148,0.7307,0.6569,0.8277,0.7932,0.7718,0.778,0.7476,0.8354,0.8418
293265,chr11,75272845,75272845,*,0.0571,0.0637,0.0675,0.0851,0.0404,0.0536,0.0671,0.0696,0.0577,0.0585,0.0549
293266,chr11,75273068,75273068,*,0.0954,0.1207,0.1099,0.1433,0.1015,0.1011,0.0963,0.1038,0.09,0.1029,0.0898
293267,chr11,75273187,75273187,*,0.0114,0.0138,0.0122,0.0112,0.0119,0.0147,0.0127,0.0108,0.0129,0.0092,0.0107
293268,chr11,75273205,75273205,*,0.1329,0.1338,0.1436,0.1089,0.1161,0.1044,0.1122,0.1463,0.1675,0.134,0.1123
293269,chr11,75273341,75273341,*,0.0499,0.0553,0.0513,0.063,0.0483,0.0453,0.0508,0.0526,0.067,0.0391,0.0492
293270,chr11,75275303,75275303,*,0.3537,0.5208,0.5565,0.631,0.3864,0.4267,0.4202,0.5082,0.5242,0.2974,0.3824
293271,chr11,75277124,75277124,*,0.3173,0.4511,0.504,0.529,0.3087,0.4131,0.4105,0.3913,0.4808,0.5287,0.5651
293272,chr11,75277538,75277538,*,0.5228,0.6871,0.7788,0.7937,0.7507,0.7689,0.8067,0.7095,0.7709,0.712,0.7035
293273,chr11,75277791,75277791,*,0.7775,0.9034,0.9679,0.9788,0.9755,0.9811,0.9769,0.9489,0.9011,0.9181,0.8737
293274,chr11,75279817,75279817,*,0.7719,0.8561,0.8565,0.8819,0.851,0.8225,0.8703,0.8433,0.8178,0.8753,0.8533
293275,chr11,75280084,75280084,*,0.6641,0.7491,0.7493,0.7568,0.7554,0.7558,0.7882,0.7348,0.6935,0.7908,0.7576
293276,chr11,75283280,75283280,*,0.8114,0.891,0.9069,0.9187,0.8672,0.9091,0.892,0.8793,0.8514,0.8438,0.8482
293277,chr11,75287721,75287721,*,0.3063,0.2885,0.2159,0.144,0.2138,0.2595,0.5887,0.2914,0.709,0.1532,0.1729
293278,chr11,75291101,75291101,*,0.7577,0.748,0.6713,0.5715,0.7443,0.6253,0.6769,0.6846,0.5842,0.295,0.3
293279,chr11,75293457,75293457,*,0.7676,0.834,0.8677,0.7876,0.7598,0.8492,0.8243,0.8372,0.743,0.7575,0.7508
293280,chr11,75294284,75294284,*,0.0573,0.0828,0.074,0.1325,0.0619,0.0749,0.0528,0.0797,0.0507,0.0644,0.1293
293281,chr11,75294346,75294346,*,0.1191,0.1518,0.1279,0.2219,0.1211,0.1244,0.1284,0.1241,0.1084,0.1172,0.1893
293282,chr11,75294646,75294646,*,0.1933,0.2011,0.1979,0.2847,0.1809,0.1985,0.1878,0.22,0.2619,0.1676,0.2254
293283,chr11,75295186,75295186,*,0.2235,0.3889,0.4324,0.539,0.2407,0.3495,0.4637,0.4016,0.2009,0.2178,0.3412
293284,chr11,75298463,75298463,*,0.91,0.8653,0.8721,0.8734,0.8984,0.8753,0.8911,0.8888,0.8698,0.9142,0.9184
293285,chr11,75308706,75308706,*,0.8178,0.725,0.7894,0.6454,0.7689,0.7437,0.7816,0.7081,0.4702,0.8373,0.8642
293286,chr11,75315116,75315116,*,0.5055,0.4938,0.3034,0.1309,0.2515,0.2345,0.3004,0.3009,0.4577,0.6445,0.442
293287,chr11,75336943,75336943,*,0.66,0.6471,0.6532,0.5157,0.6846,0.692,0.4773,0.5995,0.7516,0.7591,0.7918
293288,chr11,75337235,75337235,*,0.9051,0.9014,0.86,0.8818,0.8865,0.8597,0.8933,0.8933,0.8871,0.9158,0.9154
293289,chr11,75338811,75338811,*,0.8607,0.8241,0.8112,0.8305,0.8728,0.8339,0.804,0.8389,0.7079,0.8848,0.8751
293290,chr11,75347560,75347560,*,0.8528,0.7307,0.7702,0.7319,0.8521,0.6559,0.837,0.7279,0.8755,0.9078,0.895
293291,chr11,75367289,75367289,*,0.6918,0.7107,0.7338,0.6692,0.7457,0.6869,0.7676,0.7018,0.7795,0.8038,0.7915
293292,chr11,75374608,75374608,*,0.8409,0.7699,0.7834,0.5264,0.8644,0.7507,0.8583,0.8006,0.8794,0.917,0.8952
293293,chr11,75376361,75376361,*,0.8903,0.8604,0.8604,0.7559,0.8953,0.8663,0.9152,0.8539,0.926,0.891,0.9025
293294,chr11,75378272,75378272,*,0.3604,0.3272,0.2637,0.2735,0.2908,0.2677,0.3816,0.3171,0.2584,0.3023,0.3588
293295,chr11,75378500,75378500,*,0.0117,0.0115,0.0297,0.3085,0.0243,0.0294,0.0796,0.1384,0.0117,0.0165,0.0683
293296,chr11,75378502,75378502,*,0.0637,0.0691,0.0934,0.2933,0.0798,0.0726,0.1164,0.1629,0.0665,0.0663,0.1123
293297,chr11,75379166,75379166,*,0.0307,0.0335,0.0412,0.3421,0.0389,0.037,0.0711,0.1149,0.0276,0.0497,0.0641
293298,chr11,75379173,75379173,*,0.1135,0.1155,0.1231,0.2958,0.1228,0.1206,0.1665,0.1603,0.0987,0.1475,0.1302
293299,chr11,75379223,75379223,*,0.1145,0.1362,0.1445,0.3351,0.1376,0.1254,0.2075,0.1726,0.0973,0.1535,0.1178
293300,chr11,75379432,75379432,*,0.029,0.0417,0.0501,0.2367,0.0401,0.0391,0.0768,0.0986,0.03,0.0492,0.05
293301,chr11,75379491,75379491,*,0.0795,0.1116,0.1169,0.2433,0.1003,0.0919,0.1338,0.135,0.0644,0.0982,0.0902
293302,chr11,75379501,75379501,*,0.0965,0.1214,0.1386,0.2448,0.1076,0.1139,0.134,0.141,0.083,0.1062,0.1058
293303,chr11,75379568,75379568,*,0.1114,0.1694,0.1202,0.3731,0.1303,0.1576,0.1948,0.1833,0.0794,0.147,0.1715
293304,chr11,75379613,75379613,*,0.078,0.1092,0.0962,0.2575,0.0909,0.1191,0.1105,0.1628,0.0742,0.114,0.1312
293305,chr11,75379620,75379620,*,0.0696,0.1123,0.0944,0.2792,0.0876,0.1092,0.1049,0.1599,0.0755,0.0978,0.1083
293306,chr11,75379624,75379624,*,0.0291,0.0519,0.0737,0.3133,0.0416,0.0879,0.0508,0.1678,0.0262,0.0485,0.0763
293307,chr11,75379864,75379864,*,0.0617,0.1753,0.0921,0.3137,0.0772,0.1882,0.1075,0.1693,0.0639,0.0755,0.093
293308,chr11,75379867,75379867,*,0.0636,0.1314,0.0833,0.2419,0.0737,0.1602,0.1147,0.1422,0.0629,0.0828,0.0842
293309,chr11,75380895,75380895,*,0.8973,0.8854,0.8236,0.8335,0.8575,0.759,0.9091,0.872,0.9246,0.8763,0.9209
293310,chr11,75382581,75382581,*,0.9028,0.8543,0.843,0.6621,0.9105,0.8221,0.8121,0.8579,0.7427,0.9174,0.919
293311,chr11,75417423,75417423,*,0.1013,0.1165,0.1112,0.0897,0.1078,0.1043,0.1016,0.1113,0.1157,0.1014,0.1128
293312,chr11,75417467,75417467,*,0.0264,0.0296,0.0207,0.0184,0.0221,0.0202,0.0194,0.0178,0.0329,0.026,0.0262
293313,chr11,75427562,75427562,*,0.8292,0.7683,0.7264,0.707,0.8443,0.7746,0.8372,0.8084,0.8563,0.8628,0.8346
293314,chr11,75427880,75427880,*,0.6827,0.7003,0.5949,0.6449,0.7007,0.6881,0.727,0.7434,0.8137,0.6357,0.6868
293315,chr11,75428198,75428198,*,0.5385,0.575,0.4094,0.425,0.5972,0.6026,0.5198,0.5489,0.4378,0.6429,0.6676
293316,chr11,75428910,75428910,*,0.6068,0.5383,0.4569,0.4186,0.6918,0.5767,0.7376,0.6119,0.6523,0.7806,0.7618
293317,chr11,75428927,75428927,*,0.6142,0.5414,0.471,0.4278,0.7848,0.6862,0.8005,0.6415,0.7375,0.8158,0.8022
293318,chr11,75428970,75428970,*,0.7793,0.7091,0.5964,0.5757,0.9778,0.9396,0.9795,0.892,0.9684,0.9875,0.9756
293319,chr11,75429059,75429059,*,0.7778,0.6777,0.6112,0.6503,0.9057,0.8708,0.9025,0.8475,0.9064,0.9012,0.9063
293320,chr11,75473276,75473276,*,0.8427,0.8476,0.825,0.7825,0.8561,0.8013,0.8246,0.8287,0.631,0.8891,0.8745
293321,chr11,75476921,75476921,*,0.6402,0.7312,0.7541,0.7048,0.7163,0.7616,0.7374,0.733,0.7246,0.7194,0.69
293322,chr11,75478404,75478404,*,0.7112,0.7648,0.767,0.7609,0.6419,0.713,0.5834,0.7101,0.6315,0.7293,0.7219
293323,chr11,75479408,75479408,*,0.0909,0.0882,0.0874,0.0759,0.1475,0.0965,0.1335,0.0933,0.0672,0.1894,0.0988
293324,chr11,75479463,75479463,*,0.0103,0.0136,0.0111,0.0097,0.0117,0.0128,0.0159,0.0045,0.0186,0.0104,0.0135
293325,chr11,75479475,75479475,*,0.0052,0.0189,0.0104,0.0146,0.0132,0.0108,0.0118,0.014,0.0345,0.01,0.0108
293326,chr11,75479652,75479652,*,0.0873,0.0844,0.0823,0.0832,0.0897,0.0788,0.0788,0.0787,0.0735,0.089,0.0817
293327,chr11,75479679,75479679,*,0.0234,0.0252,0.0261,0.0255,0.0264,0.0252,0.0295,0.0225,0.031,0.0251,0.0272
293328,chr11,75479825,75479825,*,0.0917,0.0998,0.0938,0.1019,0.0931,0.095,0.0904,0.0858,0.1142,0.0851,0.1041
293329,chr11,75479827,75479827,*,0.0485,0.05,0.0479,0.0449,0.0508,0.0464,0.0509,0.046,0.0579,0.0508,0.052
293330,chr11,75480171,75480171,*,0.2504,0.2325,0.2368,0.2344,0.2882,0.2633,0.3604,0.2542,0.2328,0.2928,0.2233
293331,chr11,75480246,75480246,*,0.1346,0.135,0.0843,0.0866,0.1288,0.1118,0.1851,0.124,0.4263,0.2225,0.1625
293332,chr11,75483512,75483512,*,0.8766,0.8608,0.865,0.8761,0.8606,0.8646,0.9133,0.8541,0.8784,0.87,0.7178
293333,chr11,75486296,75486296,*,0.8859,0.8324,0.8662,0.8606,0.8692,0.8387,0.8904,0.8595,0.905,0.8899,0.8917
293334,chr11,75511563,75511563,*,0.8148,0.7771,0.9103,0.9152,0.9311,0.916,0.9151,0.8907,0.732,0.9152,0.912
293335,chr11,75522097,75522097,*,0.849,0.7901,0.7575,0.7734,0.8168,0.7395,0.7449,0.8129,0.7179,0.8859,0.8976
293336,chr11,75522399,75522399,*,0.7773,0.7218,0.7004,0.7157,0.7197,0.6735,0.7348,0.7144,0.6453,0.8156,0.7959
293337,chr11,75525637,75525637,*,0.0469,0.0487,0.0482,0.0428,0.0482,0.0506,0.0553,0.0468,0.0555,0.0468,0.0474
293338,chr11,75525761,75525761,*,0.0062,0.0072,0.0063,0.0067,0.0031,0.0041,0.0064,0.0057,0.0053,0.0061,0.0063
293339,chr11,75525835,75525835,*,0.0446,0.0467,0.0468,0.0659,0.0445,0.0493,0.0472,0.0443,0.0475,0.0421,0.0457
293340,chr11,75525881,75525881,*,0.0828,0.0886,0.0907,0.0832,0.0863,0.0845,0.0887,0.0825,0.0793,0.0873,0.083
293341,chr11,75526013,75526013,*,0.0751,0.09,0.0771,0.0849,0.0792,0.0776,0.0812,0.0814,0.0712,0.0788,0.0791
293342,chr11,75526058,75526058,*,0.0388,0.0351,0.04,0.0367,0.0374,0.0292,0.0357,0.0337,0.0314,0.0449,0.0409
293343,chr11,75526075,75526075,*,0.0979,0.1007,0.1025,0.1063,0.1081,0.1025,0.111,0.0953,0.1119,0.1042,0.1033
293344,chr11,75526115,75526115,*,0.0602,0.0605,0.0597,0.0594,0.0594,0.0592,0.055,0.0575,0.0649,0.0633,0.0627
293345,chr11,75526167,75526167,*,0.0791,0.0866,0.0826,0.0816,0.0815,0.0828,0.0827,0.0816,0.0841,0.0855,0.0858
293346,chr11,75526283,75526283,*,0.0802,0.0778,0.0839,0.078,0.0799,0.0787,0.0834,0.0737,0.0754,0.0854,0.0782
293347,chr11,75526289,75526289,*,0.1043,0.1085,0.1072,0.1067,0.1096,0.1057,0.111,0.1033,0.0981,0.1106,0.1088
293348,chr11,75526473,75526473,*,0.097,0.1006,0.0956,0.0982,0.1014,0.0985,0.0992,0.1,0.1018,0.0946,0.1107
293349,chr11,75526841,75526841,*,0.0892,0.0971,0.0979,0.094,0.0965,0.0959,0.1003,0.0917,0.1018,0.0928,0.0951
293350,chr11,75526909,75526909,*,0.0495,0.0535,0.0497,0.053,0.0521,0.0564,0.0563,0.0538,0.0577,0.0424,0.0575
293351,chr11,75527994,75527994,*,0.1427,0.1946,0.2413,0.2007,0.2111,0.2342,0.3647,0.2463,0.1124,0.4612,0.445
293352,chr11,75528534,75528534,*,0.5326,0.5928,0.6244,0.7447,0.505,0.6493,0.4588,0.6747,0.2774,0.8391,0.8294
293353,chr11,75529854,75529854,*,0.8548,0.8082,0.5893,0.4931,0.8026,0.7852,0.6774,0.7646,0.856,0.876,0.8662
293354,chr11,75584802,75584802,*,0.7705,0.6192,0.6735,0.6758,0.7167,0.6489,0.7484,0.6705,0.4313,0.654,0.744
293355,chr11,75589353,75589353,*,0.8746,0.8095,0.8807,0.8336,0.8977,0.7762,0.8851,0.8511,0.8036,0.8842,0.8689
293356,chr11,75589770,75589770,*,0.825,0.7934,0.851,0.8538,0.8697,0.747,0.8741,0.8449,0.7987,0.7474,0.6931
293357,chr11,75649913,75649913,*,0.8339,0.8703,0.8547,0.8801,0.908,0.9,0.8707,0.8338,0.8179,0.8577,0.8354
293358,chr11,75678837,75678837,*,0.7949,0.7983,0.8543,0.8243,0.8127,0.8517,0.8765,0.8221,0.8432,0.8361,0.8307
293359,chr11,75736215,75736215,*,0.4106,0.5544,0.6752,0.7687,0.6222,0.5322,0.82,0.6008,0.6838,0.5664,0.637
293360,chr11,75771707,75771707,*,0.9051,0.89,0.9269,0.9022,0.9201,0.9119,0.9286,0.9164,0.8803,0.9253,0.9185
293361,chr11,75772645,75772645,*,0.6635,0.6389,0.6432,0.627,0.6491,0.635,0.6534,0.6432,0.5699,0.6979,0.666
293362,chr11,75772747,75772747,*,0.7105,0.6924,0.715,0.657,0.7159,0.6749,0.7067,0.702,0.6311,0.7591,0.7186
293363,chr11,75797825,75797825,*,0.8305,0.7584,0.7902,0.7933,0.8492,0.8395,0.8313,0.8071,0.7542,0.8185,0.8026
293364,chr11,75799276,75799276,*,0.7974,0.8312,0.847,0.8378,0.8463,0.8753,0.8299,0.8433,0.8484,0.8545,0.8524
293365,chr11,75831715,75831715,*,0.5642,0.7735,0.356,0.3636,0.3774,0.7697,0.6108,0.6707,0.2904,0.173,0.2164
293366,chr11,75852355,75852355,*,0.9059,0.8961,0.9349,0.9388,0.8648,0.904,0.9571,0.9232,0.9203,0.2996,0.3428
293367,chr11,75852389,75852389,*,0.9596,0.9434,0.9765,0.977,0.8825,0.9352,0.9767,0.9574,0.9556,0.2413,0.302
293368,chr11,75852437,75852437,*,0.8597,0.8494,0.8968,0.8976,0.7341,0.8352,0.8192,0.8527,0.8618,0.2764,0.3506
293369,chr11,75854042,75854042,*,0.8907,0.8677,0.8815,0.8708,0.8788,0.8548,0.8231,0.8677,0.5676,0.8957,0.9034
293370,chr11,75863429,75863429,*,0.066,0.0569,0.3593,0.1524,0.0565,0.0865,0.1023,0.0787,0.0817,0.0494,0.0494
293371,chr11,75863530,75863530,*,0.1093,0.1016,0.3667,0.2289,0.0982,0.1326,0.1563,0.1374,0.081,0.08,0.0767
293372,chr11,75863631,75863631,*,0.1997,0.3101,0.4676,0.5282,0.2224,0.3664,0.3394,0.3065,0.3695,0.2271,0.3907
293373,chr11,75873027,75873027,*,0.6255,0.7092,0.7248,0.7394,0.6376,0.6432,0.6209,0.7086,0.3854,0.5097,0.6253
293374,chr11,75875926,75875926,*,0.4847,0.4411,0.5058,0.499,0.5117,0.5038,0.4935,0.5085,0.3237,0.5169,0.5257
293375,chr11,75876135,75876135,*,0.653,0.6374,0.6646,0.6444,0.6608,0.6275,0.6802,0.6652,0.5072,0.6873,0.6608
293376,chr11,75876419,75876419,*,0.731,0.6976,0.7374,0.7276,0.7628,0.7284,0.7429,0.7538,0.5699,0.7631,0.7638
293377,chr11,75878127,75878127,*,0.8757,0.8158,0.8176,0.7933,0.8534,0.7568,0.8896,0.8274,0.5822,0.8787,0.8606
293378,chr11,75879348,75879348,*,0.737,0.7077,0.6875,0.5194,0.6923,0.6851,0.7734,0.6812,0.6404,0.7866,0.7559
293379,chr11,75896332,75896332,*,0.8226,0.7748,0.7489,0.741,0.8265,0.7289,0.8687,0.7933,0.6406,0.8725,0.8765
293380,chr11,75897427,75897427,*,0.5603,0.8045,0.7868,0.8649,0.6511,0.748,0.818,0.7784,0.6853,0.7779,0.8183
293381,chr11,75898132,75898132,*,0.9787,0.9735,0.9694,0.7959,0.7315,0.7905,0.9392,0.9672,0.9165,0.9695,0.9804
293382,chr11,75898195,75898195,*,0.9667,0.981,0.9451,0.7286,0.6092,0.7531,0.9364,0.9585,0.9327,0.9741,0.9585
293383,chr11,75898203,75898203,*,0.9306,0.96,0.8836,0.6943,0.5733,0.6857,0.8736,0.8989,0.8468,0.9164,0.8862
293384,chr11,75902270,75902270,*,0.7561,0.7541,0.7311,0.6408,0.594,0.6192,0.8088,0.7234,0.6965,0.8149,0.8109
293385,chr11,75904184,75904184,*,0.8756,0.8011,0.8519,0.7461,0.8611,0.7506,0.886,0.8048,0.5917,0.8681,0.8305
293386,chr11,75905718,75905718,*,0.8702,0.8633,0.8119,0.7744,0.8397,0.7275,0.8957,0.832,0.7165,0.8786,0.8837
293387,chr11,75905850,75905850,*,0.9906,0.9919,0.9901,0.9919,0.9915,0.991,0.9919,0.9898,0.987,0.9938,0.9912
293388,chr11,75905917,75905917,*,0.8262,0.8132,0.7547,0.5582,0.787,0.7505,0.8548,0.7222,0.5402,0.7381,0.7834
293389,chr11,75907205,75907205,*,0.8449,0.8054,0.8043,0.7182,0.8463,0.7272,0.8666,0.8192,0.5713,0.876,0.8556
293390,chr11,75909015,75909015,*,0.8185,0.7498,0.7644,0.6246,0.7488,0.6839,0.5783,0.7309,0.5339,0.7756,0.7473
293391,chr11,75914370,75914370,*,0.8933,0.8299,0.8395,0.7109,0.8671,0.7504,0.8933,0.8113,0.8799,0.8823,0.8876
293392,chr11,75916460,75916460,*,0.8905,0.8535,0.8442,0.8369,0.7509,0.802,0.8701,0.838,0.8357,0.7958,0.8856
293393,chr11,75917251,75917251,*,0.5682,0.3259,0.1265,0.1669,0.3175,0.3004,0.5109,0.297,0.1925,0.2483,0.3148
293394,chr11,75917353,75917353,*,0.3686,0.2831,0.1097,0.1223,0.1316,0.1578,0.289,0.1988,0.1296,0.1323,0.1504
293395,chr11,75917404,75917404,*,0.2978,0.18,0.0386,0.0307,0.043,0.0461,0.1078,0.0643,0.0663,0.0824,0.0598
293396,chr11,75917724,75917724,*,0.0867,0.1098,0.0902,0.088,0.0883,0.0863,0.0933,0.0882,0.1138,0.0952,0.0968
293397,chr11,75917844,75917844,*,0.1312,0.1375,0.1267,0.1266,0.125,0.1215,0.1253,0.1339,0.1697,0.1372,0.1547
293398,chr11,75917982,75917982,*,0.0634,0.068,0.0671,0.065,0.0712,0.0699,0.0654,0.067,0.0653,0.0747,0.0715
293399,chr11,75918089,75918089,*,0.0658,0.1274,0.0614,0.0543,0.1038,0.0863,0.0564,0.1012,0.0745,0.1096,0.2019
293400,chr11,75918630,75918630,*,0.0324,0.0407,0.0307,0.0335,0.0354,0.0291,0.0366,0.0282,0.0341,0.0402,0.0343
293401,chr11,75919130,75919130,*,0.0628,0.0695,0.0663,0.0612,0.0652,0.0703,0.0745,0.0694,0.0804,0.0667,0.067
293402,chr11,75919698,75919698,*,0.0993,0.1032,0.1106,0.1159,0.1095,0.1122,0.1065,0.1102,0.1488,0.107,0.1577
293403,chr11,75919862,75919862,*,0.0951,0.0938,0.1042,0.1015,0.0983,0.0972,0.0943,0.0933,0.1171,0.0985,0.1039
293404,chr11,75920233,75920233,*,0.028,0.034,0.0479,0.039,0.0564,0.0488,0.0283,0.0929,0.0305,0.0596,0.0742
293405,chr11,75920278,75920278,*,0.0102,0.0119,0.0166,0.0128,0.0117,0.0173,0.0135,0.0444,0.0179,0.017,0.0369
293406,chr11,75921433,75921433,*,0.0209,0.0705,0.0183,0.0239,0.0144,0.0232,0.0226,0.1211,0.029,0.0145,0.0179
293407,chr11,75921808,75921808,*,0.0048,0.0055,0.0054,0.0045,0.0032,0.0114,0.0407,0.0499,0.0071,0.0037,0.0062
293408,chr11,75921810,75921810,*,0.0089,0.0145,0.013,0.0093,0.0112,0.0264,0.1172,0.0898,0.0179,0.0124,0.0193
293409,chr11,75921940,75921940,*,0.1003,0.1837,0.111,0.1182,0.0939,0.1251,0.3933,0.1803,0.1176,0.0926,0.1451
293410,chr11,75922172,75922172,*,0.75,0.6391,0.3209,0.4033,0.4522,0.4745,0.7457,0.6111,0.406,0.4056,0.5684
293411,chr11,75922238,75922238,*,0.3518,0.3919,0.1929,0.2116,0.2086,0.2431,0.4837,0.3568,0.2434,0.1636,0.2659
293412,chr11,75922323,75922323,*,0.804,0.7338,0.476,0.4558,0.5474,0.5794,0.7691,0.6631,0.6084,0.4905,0.6337
293413,chr11,75922637,75922637,*,0.797,0.6395,0.3497,0.4153,0.4869,0.4468,0.7882,0.6211,0.5279,0.53,0.5928
293414,chr11,75924614,75924614,*,0.8286,0.7587,0.6013,0.5258,0.7693,0.6278,0.8689,0.7407,0.8276,0.858,0.8679
